ALIGNMENT,BIRTHPLACE,CITIZENSHIP,CODENAME,City,DETAILED FILE,DURABILITY,EDUCATION,ENERGY,EXPERIENCE,EYECOLOR,FAVORITE HANGOUTS,FIGHTING,GENDER,HAIRCOLOR,HEIGHT,IDENTIFIES AS,INTELLIGENCE,Latitude,Longitude,POWERS URL,PROFILE PIC,REAL NAME,RELATIONSHIP STATUS,SPEED,STRENGTH,State,TARGET,WEIGHT,Zip Code,_id
Neutral,"New Orleans, Louisiana",American,Belladonna,New Orleans,https://marvel.fandom.com/wiki/Bella_Donna_Boudreaux_(Earth-616),2,Homeschooled,3,Assassin,Blue,"New Orleans, Louisiana, Boudreaux Mansion",6,Female,Blond,72,Heterosexual,2,29.949932300000004,-90.0701156,https://marvel.fandom.com/wiki/Bella_Donna_Boudreaux_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/6f/Bella_Donna_Boudreaux_%28Earth-616%29_from_Mr._and_Mrs._X_Vol_1_11_001.png/revision/latest/scale-to-width-down/288?cb=20190522231042,Bella Donna Boudreaux,Divorced,2,2,LA,Bella Donna Boudreaux,150,70130,"{'$oid': '60ba7853eb3d706d33244df8'}"
Bad,"Long Island, New York",American,Ty Stone,Centereach,https://marvel.fandom.com/wiki/Tiberius_Stone_(Earth-616),2,BA in business administration,1,"Criminal; engineer; head of Alchemax's R&D department; inventor; scientist; CEO of Viastone; CEO of Stone; Inc.",Blue,"Alchemax Tower, Manhattan, New York City, New York",2,Male,Brown,73,Heterosexual,4,40.85149705,-73.09942581,https://marvel.fandom.com/wiki/Tiberius_Stone_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/2d/Tiberius_Stone_%28Earth-616%29_from_Amazing_Spider-Man_Vol_1_686.JPG/revision/latest/scale-to-width-down/192?cb=20120725234800,"Tiberius ""Ty"" Stone",Single,2,2,NY,Tiberius Stone,181,11720,"{'$oid': '60ba7853eb3d706d33244df9'}"
Neutral,"Jacksonville, Florida",American,Phat,Jacksonville,https://marvel.fandom.com/wiki/William_Robert_Reilly_(Earth-616),5,Homeschooled,1,Adventurer; public spokesman,Blue,"X-Statix Tower, Los Angeles, California",3,Male,Blond,69,Homosexual,2,30.3321838,-81.655651,https://marvel.fandom.com/wiki/William_Robert_Reilly_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/c4/William_Robert_Reilly_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_8_0001.jpg/revision/latest/scale-to-width-down/282?cb=20100720105421,"William Robert ""Billy-Bob"" Reilly",Single,2,2,FL,William Robert Reilly,177,32202,"{'$oid': '60ba7853eb3d706d33244dfa'}"
Good,"Newark, New Jersey",American,Maddy Berry,Newark,https://marvel.fandom.com/wiki/Madeline_Berry_(Earth-616),5,High school dropout,1,Student; fromer Avengers trainee,Green,Formely Infinite Avengers Mansion,2,Female,Red,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Madeline_Berry_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/Madeline_Berry_%28Earth-616%29_from_Avengers_Academy_Vol_1_39.jpg/revision/latest/scale-to-width-down/350?cb=20121116205438,"Madeline ""Maddy"" Berry ",Single,2,2,NJ,Madeline Berry,175,7102,"{'$oid': '60ba7853eb3d706d33244dfb'}"
Bad,"Newark, New Jersey",American,Bolivar Trask,Newark,https://marvel.fandom.com/wiki/Bolivar_Trask_(Earth-616),6,Ph.D. in anthropology,1,Anthropologist,Brown,"New York City, New York",2,Male,Brown,70,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Bolivar_Trask_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/9/99/Bolivar_Trask_%28Earth-616%29_from_X-Factor_Vol_1_204_001.jpg/revision/latest/scale-to-width-down/290?cb=20200502015915,Dr. Bolivar Trask,Widowed,2,2,NJ,Bolivar Trask,170,7102,"{'$oid': '60ba7853eb3d706d33244dfc'}"
Bad,"Newark, New Jersey",American,Spymaster,Newark,https://marvel.fandom.com/wiki/Spymaster_(Ted_Calloway)_(Earth-616),2,Homeschooled,4,Mercenary; Assassin,Blue,"New York City, New York",5,Male,Blond,72,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Spymaster_(Ted_Calloway)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/0a/Spymaster_%28Ted_Calloway%29_%28Earth-616%29_from_Infinity_Heist_Vol_1_2_cover.jpg/revision/latest/scale-to-width-down/200?cb=20131202012331,Unknown,Single,2,3,NJ,Spymaster ,195,7102,"{'$oid': '60ba7853eb3d706d33244dfd'}"
Neutral,"Newark, New Jersey",American,Master Order,Newark,https://marvel.fandom.com/wiki/Master_Order_(Earth-616),7,Homeschooled,7,Personification of Order; agent of universal balance,MultiColored,Overspace,2,Non-Binary,Bald,71,Heterosexual,7,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Master_Order_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/19/Master_Order_%28Earth-616%29_from_Thanos_The_Infinity_Finale_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20160426134104,Master Order,Single,7,7,NJ,Master Order,175,7102,"{'$oid': '60ba7853eb3d706d33244dff'}"
Neutral,"Newark, New Jersey",American,Madcap,Newark,https://marvel.fandom.com/wiki/Madcap_(Earth-616),6,High school graduate,3,Adventurer,Blue,"Manhattan, New York City, New York",2,Male,Brown,69,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Madcap_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Despicable_Deadpool_Vol_1_294_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20171122074859,Unknown,Single,2,2,NJ,Madcap,145,7102,"{'$oid': '60ba7853eb3d706d33244e00'}"
Good,"Marshfield, Wisconsin",American,Big Bertha,Marshfield,https://marvel.fandom.com/wiki/Ashley_Crawford_(Earth-616),5,Homeschooled,1,Supermodel; adventurer,Blue,"A Stark Holdings factory, Detroit, Michigan; formerly GLA Headquarters, Milwaukee, Wisconsin",3,Female,Auburn,71,Heterosexual,2,44.6688524,-90.1717987,https://marvel.fandom.com/wiki/Ashley_Crawford_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/4/40/Great_Lakes_Avengers_Vol_1_5_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161122174009,Bertha Crawford ,Single,2,5,WI,Ashley Crawford,100,54449,"{'$oid': '60ba7853eb3d706d33244e01'}"
Neutral,"Newark, New Jersey",American,Goddess,Newark,https://marvel.fandom.com/wiki/Goddess_(Earth-616),10,No formal education,11,Crusader; would-be universal savior,White,"New York City, New York",9,Female,Blond,72,Heterosexual,11,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Goddess_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/a5/Goddess_%28Earth-616%29_from_Infinity_Crusade_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/163?cb=20160622025002,Unknown,Single,11,11,NJ,Goddess,200,7102,"{'$oid': '60ba7853eb3d706d33244e02'}"
Neutral,"Newark, New Jersey",American,Scorcher,Newark,https://marvel.fandom.com/wiki/Steven_Hudak_(Earth-616),3,Homeschooled,4, chemist,Brown,Mobile,2,Male,Bald,70,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Steven_Hudak_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/a6/Steven_Hudak_%28Earth-616%29_from_Avengers_Standoff_Assault_On_Pleasant_Hill_Alpha_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20170916151618,Steven Hudak,Divorced,3,2,NJ,Steven Hudak,175,7102,"{'$oid': '60ba7853eb3d706d33244e03'}"
Bad,"Newark, New Jersey",American,Dr. Monica Rappaccini,Newark,https://marvel.fandom.com/wiki/Monica_Rappaccini_(Earth-616),2,Unspecified doctorate in biochemistry,1,Scientist; terrorist,Blue,Mobile,2,Female,Black,67,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Monica_Rappaccini_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/c5/Ant-Man_%26_Wasp_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/325?cb=20190810213849,Dr. Monica Rappaccini,Widowed,2,2,NJ,Monica Rappaccini,125,7102,"{'$oid': '60ba7853eb3d706d33244e04'}"
Neutral,"San Diego, California",American,Gorilla-Man,San Diego,https://marvel.fandom.com/wiki/Arthur_Nagan_(Earth-616),2,BS in biology and BA in classics; MD; American College of Surgeon,1,Professional criminal; surgeon,Grey,"New York City, New York",2,Male,Black,79,Heterosexual,5,32.7174202,-117.16277279999998,https://marvel.fandom.com/wiki/Arthur_Nagan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/17/Arthur_Nagan_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_A-Z_Update_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/350?cb=20190815154814,Arthur Nagan,Single,2,4,CA,Arthur Nagan,603,92101,"{'$oid': '60ba7853eb3d706d33244e06'}"
Good,"Bronx, New York City",American,Torpedo,Bronx,https://marvel.fandom.com/wiki/Brock_Jones_(Earth-616),6,Unspecified undergraduate studies ,4, adventurer,Blue,"Clairton, Virginia;  New York City",4,Male,Blond,72,Heterosexual,2,40.8466508,-73.87859370000002,https://marvel.fandom.com/wiki/Brock_Jones_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/4/42/Brock_Jones_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_2_20_001.jpg/revision/latest/scale-to-width-down/270?cb=20160822035119,Brock Jones,Married,5,3,NY,Brock Jones,220,10460,"{'$oid': '60ba7853eb3d706d33244e07'}"
Bad,"Newark, New Jersey",American,Dr. Steven Lang,Newark,https://marvel.fandom.com/wiki/Steven_Lang_(Earth-616),7,PhD. in engineering,1,US Department of Defense advisor;  Phalanx Leader; scientist,Blue,"New York City, New York",3,Male,Blond,71,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Steven_Lang_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/e5/Steven_Lang_%28Earth-616%29_from_New_Mutants_Vol_3_13_001.jpg/revision/latest/scale-to-width-down/246?cb=20200502010533,Dr. Steven Lang,Single,2,2,NJ,Steven Lang,166,7102,"{'$oid': '60ba7853eb3d706d33244e08'}"
Neutral,"Columbus , Ohio",American,Clytemnestra Erwin,Columbus,https://marvel.fandom.com/wiki/Clytemnestra_Erwin_(Earth-616),2,Ph.D. in electrical engineering,1,Scientist,Brown,"Los Angeles, California",2,Female,Brown,72,Heterosexual,4,39.9622601,-83.00070649999998,https://marvel.fandom.com/wiki/Clytemnestra_Erwin_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/28/Clytemnestra_Erwin_%28Earth-616%29_from_Iron_Man_Vol_1_171_0001.jpg/revision/latest/scale-to-width-down/291?cb=20200510050723,Clytemnestra Erwin,Single,2,2,OH,Clytemnestra Erwin,144,43215,"{'$oid': '60ba7853eb3d706d33244e09'}"
Neutral,"Columbus, Ohio",American,Morley Erwin,Columbus,https://marvel.fandom.com/wiki/Morley_Erwin_(Earth-616),2,MS in electrical engineering from M.I.T.,1,Scientist; electronics specialist,Brown,"Los Angeles, California",2,Male,Brown,71,Heterosexual,4,39.9622601,-83.00070649999998,https://marvel.fandom.com/wiki/Morley_Erwin_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/2a/Morley_Erwin_%28Earth-616%29_from_Iron_Manual_Mark_3_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/257?cb=20160610170211,Morley Erwin,Single,2,2,OH,Morley Erwin,170,43215,"{'$oid': '60ba7853eb3d706d33244e0a'}"
Bad,"Newark, New Jersey",American,Bushwacker,Newark,https://marvel.fandom.com/wiki/Carl_Burbank_(Earth-616),4,Homeschooled,1,Mercenary; assassin; covert operative;  priest,Blue,Mobile,5,Male,Blond,72,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Carl_Burbank_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/8/8b/Carl_Burbank_%28Earth-616%29_from_Deadpool_Assassin_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/307?cb=20201103044700,Carl Burbank,Divorced,2,2,NJ,Carl Burbank,225,7102,"{'$oid': '60ba7853eb3d706d33244e0b'}"
Bad,Massachusetts,American,Commando,Oakham,https://marvel.fandom.com/wiki/Frank_Bohannan_(Earth-616),5,Homeschooled,3,Government operative;  vigilante; soldier,White,"formerly Freedom Force HQ, Pentagon, Washington DC; Adirondack State Park, New York",4,Male,White,73,Heterosexual,2,42.3788774,-72.03236600000002,https://marvel.fandom.com/wiki/Frank_Bohannan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/51/Frank_Bohannan_%28Earth-616%29_from_Uncanny_X-Men_Vol_1_223.png/revision/latest/scale-to-width-down/210?cb=20141104191424,Frank Bohannan ,Single,3,4,MA,Frank Bohannan,235,1068,"{'$oid': '60ba7853eb3d706d33244e0c'}"
Neutral,"Atlanta, Georgia",American,Hellfire,Atlanta,https://marvel.fandom.com/wiki/James_Taylor_James_(Earth-616),2,Homeschooled,2,Secret Agent/adventurer;  convenience store clerk,Brown,"Atlanta, Georgia",3,Male,Auburn,67,Heterosexual,2,33.7489924,-84.3902644,https://marvel.fandom.com/wiki/James_Taylor_James_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/2/21/James_Taylor_James_%28Earth-616%29_from_Secret_Warriors_Vol_1_22_001.jpg/revision/latest/scale-to-width-down/350?cb=20200927171355,"James Taylor ""J.T."" James",Single,2,2,GA,James Taylor James,145,30303,"{'$oid': '60ba7853eb3d706d33244e0d'}"
Good,"Newark, New Jersey",American,General Phillips,Newark,https://marvel.fandom.com/wiki/Chester_Phillips_(Earth-616),2,Military,1,General,Brown,"New York City, New York",3,Male,Grey,71,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Chester_Phillips_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/61/Chester_Phillips_%28Earth-616%29_from_Mythos_Captain_America_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20130702135908,Chester Richard Phillips,Single,2,2,NJ,Chester Phillips,175,7102,"{'$oid': '60ba7853eb3d706d33244e0e'}"
Neutral,"Newark, New Jersey",American,Human Fly,Newark,https://marvel.fandom.com/wiki/Richard_Deacon_(Earth-616),3,Homeschooled,4,Professional criminal; kidnapper,Red,Mobile,2,Male,Brown,71,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Richard_Deacon_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/e8/Richard_Deacon_%28Earth-616%29_from_Venom_Vol_2_16.JPG/revision/latest/scale-to-width-down/325?cb=20120419003445,Richard Deacon,Single,3,4,NJ,Richard Deacon,200,7102,"{'$oid': '60ba7853eb3d706d33244e0f'}"
Good,"Newark, New Jersey",American,Dr. Erica Sondheim,Newark,https://marvel.fandom.com/wiki/Erica_Sondheim_(Earth-616),2,"MD, Diplomate of American College of Surgeons, certified by American Board of Thoracic Surgery",1,Doctor,Green,"Los Angeles, California",2,Female,Red,67,Heterosexual,4,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Erica_Sondheim_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/09/Erica_Sondheim_%28Earth-616%29_from_Iron_Man_Vol_1_297_0001.jpg/revision/latest/scale-to-width-down/175?cb=20200415033953,Erica Friederika Sondheim,Single,2,2,NJ,Erica Sondheim,125,7102,"{'$oid': '60ba7853eb3d706d33244e11'}"
Bad,"Mud Butte, South Dakota",American,Dr. Karl Malus,Herreid,https://marvel.fandom.com/wiki/Karlin_Malus_(Earth-616),2,"BS in biology from University of California, MD specializing in surgery, Master's degree in biochemistry, advanced studies in multiple scientific fields",1,Criminal scientist;  surgeon; researcher; founder of Institute for Supranormality Research,Brown,"New York City, New York",2,Male,Black,60,Heterosexual,5,44.8813741,-101.871547,https://marvel.fandom.com/wiki/Karlin_Malus_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/e/ef/Karlin_Malus_%28Earth-616%29_from_Superior_Carnage_Vol_1_2_001.jpg/revision/latest/scale-to-width-down/332?cb=20131128143011,Karlin Malus,Single,2,2,SD,Karlin Malus,155,57632,"{'$oid': '60ba7853eb3d706d33244e12'}"
Good,"Newark, New Jersey",American,Stick,Newark,https://marvel.fandom.com/wiki/Stick_(Earth-616),6,Homeschooled,3,Leader of the Chaste; Sensei; Pool Hustler,Blue,"New York City; Chaste's headquarters atop a mountain in an undisclosed location",6,Male,White,69,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Stick_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/1/17/Stick_%28Earth-616%29_from_All-New%2C_All-Different_Marvel_Point_One_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/277?cb=20151116053203,Unknown,Single,9,2,NJ,Stick,135,7102,"{'$oid': '60ba7853eb3d706d33244e14'}"
Good,"Newark, New Jersey",American,Flatman,Newark,https://marvel.fandom.com/wiki/Val_Ventura_(Earth-616),5,Some college,1,Adventurer; party per; barista,Brown,"Stark Assembly and Manufacturing Factory, Detroit, Michigan; formerly Bert's Box Factory, Milwaukee, Wisconsin; Great Lakes Initiative Headquarters, Milwaukee, Wisconsin; Lightning Rods Complex, San Francisco, California; Big Bertha's Place, Milwaukee, Wisconsin; Milwaukee, Wisconsin",5,Male,Brown,62,Homosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Val_Ventura_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/ab/Val_Ventura_%28Earth-616%29_from_Great_Lakes_Avengers_Vol_1_3_001.jpg/revision/latest/scale-to-width-down/305?cb=20170104235153,Matt ,Single,2,3,NJ,Val Ventura,101,7102,"{'$oid': '60ba7853eb3d706d33244e15'}"
Good,"Newark, New Jersey",American,Punisher,Newark,https://marvel.fandom.com/wiki/Lynn_Michaels_(Earth-616),2,Homeschooled,1,Vigilante; undercover S.H.I.E.L.D. agent;  Detective and police officer,Blue,"New York City, New York; Madison, Wisconsin",4,Female,Blond,69,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Lynn_Michaels_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/64/Lynn_Michaels_%28Earth-616%29_from_Marvel_Legacy_The_1990s_Handbook_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/263?cb=20171120195207,Lynn Michaels,Single,2,2,NJ,Lynn Michaels,130,7102,"{'$oid': '60ba7853eb3d706d33244e16'}"
Good,"Harlem, New York City, New York",American,Power Man,New York,https://marvel.fandom.com/wiki/Victor_Alvarez_(Earth-616),5,Homeschooled,3,Adventurer;  student,Brown,"Harlem, New York City, New York",5,Male,Black,69,Heterosexual,2,40.8078786,-73.94541540000002,https://marvel.fandom.com/wiki/Victor_Alvarez_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/c8/Shadowland_Power_Man_Vol_1_1_Second_Printing_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20110519201326,Víctor Hernán Álvarez,Single,2,9,NY,Victor Alvarez,160,10027,"{'$oid': '60ba7853eb3d706d33244e17'}"
Neutral,"Newark, New Jersey",American,Crusher Hogan,Newark,https://marvel.fandom.com/wiki/Joseph_Hogan_(Earth-616),2,Homeschooled,1,Custodian; janitor;  wrestler,Blue,"Manhattan, New York City, New York",4,Male,Bald,70,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Joseph_Hogan_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/ac/Joseph_Hogan_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Spider-Man_2005_Vol_1_1.png/revision/latest/scale-to-width-down/241?cb=20170409111021,Joseph Hogan,Married,2,3,NJ,Joseph Hogan,210,7102,"{'$oid': '60ba7853eb3d706d33244e18'}"
Bad,"Newark, New Jersey",American,Mangog,Newark,https://marvel.fandom.com/wiki/Mangog_(Earth-616),7,No formal education,9,Seeker of vengeance,Brown,"New York City, New York",2,Male,Bald,71,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Mangog_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/c7/Mangog_%28Earth-616%29_from_Mighty_Thor_Vol_3_19_001.jpg/revision/latest/scale-to-width-down/344?cb=20170518123452,Mangog,Single,2,7,NJ,Mangog,100,7102,"{'$oid': '60ba7853eb3d706d33244e1a'}"
Good,"Newark, New Jersey",American,Ebony,Newark,https://marvel.fandom.com/wiki/Ebony_(Earth-616),7,Homeschooled,4,Mystic familiar to Agatha Harkness,Yellow,"New York City, New York",2,Non-Binary,Black,71,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Ebony_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/6/61/Ebony_%28Earth-616%29_from_Vision_Vol_2_3_001.jpg/revision/latest/scale-to-width-down/346?cb=20180330045057,Ebony,Single,2,4,NJ,Ebony,9,7102,"{'$oid': '60ba7853eb3d706d33244e1b'}"
Bad,"Newark, New Jersey",American,Jonas Harrow,Newark,https://marvel.fandom.com/wiki/Jonas_Harrow_(Earth-616),2,Homeschooled,1,Criminal scientist,MultiColored,"New York City, New York",1,Male,Bald,73,Heterosexual,5,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Jonas_Harrow_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/c/cd/Jonas_Harrow_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_Vol_1_5_0001.jpg/revision/latest/scale-to-width-down/169?cb=20060604171431,Jonas Harrow,Married,2,2,NJ,Jonas Harrow,200,7102,"{'$oid': '60ba7853eb3d706d33244e1c'}"
Bad,"Newark, New Jersey",American,Diamondhead,Newark,https://marvel.fandom.com/wiki/Archibald_Dyker_(Earth-616),6,Homeschooled,1,Criminal;  boxer,Blue,"New York City, New York",5,Male,Bald,72,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Archibald_Dyker_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/3/36/Archibald_Dyker_%28Earth-616%29_from_Nova_Vol_1_3_0001.jpg/revision/latest/scale-to-width-down/350?cb=20200109022540,"Archibald ""Arch"" Dyker ",Married,2,5,NJ,Archibald Dyker,829,7102,"{'$oid': '60ba7853eb3d706d33244e1d'}"
Good,"Amarillo, Texas",American,Texas Twister,Amarillo,https://marvel.fandom.com/wiki/Drew_Daniels_(Earth-616),3,"High school graduate; also limited occult studies, S.H.I.E.L.D. training",5,Adventurer; rodeo per;  S.H.I.E.L.D. agent; cattle hand,Blue,Texas,3,Male,Red,77,Heterosexual,2,35.2072185,-101.8338246,https://marvel.fandom.com/wiki/Drew_Daniels_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/f/f3/Drew_Daniels_%28Earth-616%29_from_Scarlet_Spider_Vol_2_7_001.jpg/revision/latest/scale-to-width-down/350?cb=20201007034644,Drew Daniels,Single,3,2,TX,Drew Daniels,245,79101,"{'$oid': '60ba7853eb3d706d33244e1e'}"
Neutral,"Newark, New Jersey",American,Caretaker,Newark,https://marvel.fandom.com/wiki/Caretaker_(Blood)_(Earth-616),3,Homeschooled,3,Adventurer,Blue,"New York City, New York",4,Male,White,75,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Caretaker_(Blood)_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/0/0e/Caretaker_%28Blood%29_%28Earth-616%29_from_Ghost_Rider_Vol_6_26.jpg/revision/latest/scale-to-width-down/350?cb=20210331184729,Unknown,Single,2,4,NJ,Caretaker ,200,7102,"{'$oid': '60ba7853eb3d706d33244e21'}"
Bad,"Newark, New Jersey",American,Morg the Executioner,Newark,https://marvel.fandom.com/wiki/Morg_(Earth-616),6,Homeschooled,5,Herald of Galactus ,Red,"New York City, New York",4,Male,Grey,78,Heterosexual,2,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Morg_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/56/Morg_%28Earth-616%29_from_All-New_Official_Handbook_of_the_Marvel_Universe_A_to_Z_Vol_1_7_0001.jpg/revision/latest/scale-to-width-down/278?cb=20171230020226,Morg,Single,7,7,NJ,Morg,1900,7102,"{'$oid': '60ba7853eb3d706d33244e22'}"
Good,"Newark, New Jersey",American,Nightwatch,Newark,https://marvel.fandom.com/wiki/Kevin_Trench_(Earth-616),5,Homeschooled,4,Physician; vigilante,Brown,"New York City, New York",4,Male,Black,70,Heterosexual,3,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Kevin_Trench_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/a/ac/Kevin_Trench_%28Earth-616%29_from_She-Hulk_Vol_3_12_0002.jpg/revision/latest/scale-to-width-down/350?cb=20190805193521,Dr. Kevin Barry Trench,Single,3,4,NJ,Kevin Trench,210,7102,"{'$oid': '60ba7853eb3d706d33244e23'}"
Good,"Newark, New Jersey",American,Alyssa Castle,Newark,https://marvel.fandom.com/wiki/Alyssa_Moy_(Earth-616),2,University of Vienna,1,Scientist,Brown,Nu-World,2,Female,Black,69,Heterosexual,6,40.735657,-74.1723667,https://marvel.fandom.com/wiki/Alyssa_Moy_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/b/b1/Alyssa_Moy_%28Earth-616%29_from_Fantastic_Four_Vol_1_555_0002.jpg/revision/latest/scale-to-width-down/350?cb=20101012232411,Alyssa Castle née Moy,Married,2,2,NJ,Alyssa Moy,129,7102,"{'$oid': '60ba7853eb3d706d33244e25'}"
Neutral,"Malibu, California",American,Alex Wilder,Malibu,https://marvel.fandom.com/wiki/Alex_Wilder_(Earth-616),2,High school dropout,1,Vigilante; crimelord,Brown,"Wilder Estate, Malibu, California; formerly Harlem, Manhattan, New York City, New York; Hell Town, Bagalia City, Bagalia; Hell; Hostel, Bronson Canyon, Los Angeles, California",2,Male,Black,69,Heterosexual,4,34.035591,-118.689423,https://marvel.fandom.com/wiki/Alex_Wilder_(Earth-616)#Powers_and_Abilities,https://static.wikia.nocookie.net/marveldatabase/images/5/56/Runaways_Vol_5_13_Sands_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180907161345,Alex Wilder,Single,2,2,CA,Alex Wilder,151,90265,"{'$oid': '60ba7853eb3d706d33244e26'}"
