,_id,TARGET,CODENAME,REAL NAME,GENDER,RELATIONSHIP STATUS,ALIGNMENT,HEIGHT,WEIGHT,EYECOLOR,HAIRCOLOR,IDENTIFIES AS,BIRTHPLACE,CITIZENSHIP,EDUCATION,EXPERIENCE,INTELLIGENCE,STRENGTH,SPEED,DURABILITY,ENERGY,FIGHTING,PROFILE PIC,FAVORITE HANGOUTS,DETAILED FILE,POWERS URL,City,State,Zip Code,Latitude,Longitude
81,{'$oid': '60ba7853eb3d706d33244ccf'},Tandy Bowen,Dagger,Tandy Bowen,Female,Single,Good,65,115.0,Blue,Blond,Heterosexual,"Shaker Heights, Cleveland, Ohio",American,College,Vigilante; ;  government agent,2,2,2,2,5,4,https://static.wikia.nocookie.net/marveldatabase/images/5/59/Cloak_and_Dagger_Vol_5_1_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20180607232333,"Hong Kong, China",https://marvel.fandom.com/wiki/Tandy_Bowen_(Earth-616),https://marvel.fandom.com/wiki/Tandy_Bowen_(Earth-616)#Powers_and_Abilities,Beachwood,OH,44122,41.488401350000004,-81.57991184417794
82,{'$oid': '60ba7853eb3d706d33244cd0'},Julia Carpenter,Madame Web,Julia Eugenia Cornwall Carpenter,Female,Divorced,Good,69,140.0,Blue,StrawberryBlond,Heterosexual,"Los Angeles, California",American,"College dropout, federal agent training",Adventurer;  fugitive; government agent,2,4,3,3,4,3,https://static.wikia.nocookie.net/marveldatabase/images/7/74/Julia_Carpenter_%28Earth-616%29_from_Prowler_Vol_2_2_001.jpg/revision/latest/scale-to-width-down/325?cb=20191006044458,Mobile,https://marvel.fandom.com/wiki/Julia_Carpenter_(Earth-616),https://marvel.fandom.com/wiki/Julia_Carpenter_(Earth-616)#Powers_and_Abilities,Los Angeles,CA,90012,34.0536909,-118.242766
83,{'$oid': '60ba7853eb3d706d33244cd1'},Scott Lang,Ant-Man,Scott Edward Harris Lang,Male,Divorced,Good,72,190.0,Blue,StrawberryBlond,Heterosexual,"Coral Gables, Florida",American,"Some college, electronics technician certificate, plus additional advanced electronics training while in prison",Adventurer; electronics technician and owner of Electrolang; Inc.; burglar,4,7,5,7,3,4,https://static.wikia.nocookie.net/marveldatabase/images/7/7c/Astonishing_Ant-Man_Vol_1_10_Mighty_Men_of_Marvel_Cancelled_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20160319233924,"New York City, New York",https://marvel.fandom.com/wiki/Scott_Lang_(Earth-616),https://marvel.fandom.com/wiki/Scott_Lang_(Earth-616)#Powers_and_Abilities,Miami,FL,33146,25.72149,-80.2683838
84,{'$oid': '60ba7853eb3d706d33244cd2'},Benjamin Parker,Ben Parker,"Benjamin Franklin ""Ben"" Parker",Male,Married,Good,69,175.0,Blue,Brown,Heterosexual,"Brooklyn, New York City, New York",American,High school graduate,Retiree;  textile worker; soldier; singer; carnival barker; salesman,2,1,2,2,1,1,https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Benjamin_Parker_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Vol_4_7_0001.png/revision/latest/scale-to-width-down/219?cb=20170410023208,"Elysium, Hades, formerly Forest Hills, Queens, New York",https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-616),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
85,{'$oid': '60ba7853eb3d706d33244cd3'},Erik Josten,Atlas,Erik Stephan Josten,Male,Single,Good,76,225.0,Brown,Red,Heterosexual,"Milwaukee, Wisconsin",American,Military training,Adventurer;  professional criminal; mercenary; dock worker; soldier,2,7,2,7,1,4,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Erik_Josten_%28Earth-616%29_from_Thunderbolts_Vol_3_2_002.png/revision/latest/scale-to-width-down/350?cb=20160608174810,Mobile,https://marvel.fandom.com/wiki/Erik_Josten_(Earth-616),https://marvel.fandom.com/wiki/Erik_Josten_(Earth-616)#Powers_and_Abilities,Milwaukee,WI,53233,43.0349931,-87.922497
86,{'$oid': '60ba7853eb3d706d33244cd4'},Carl Creel,Absorbing Man,"Carl ""Crusher"" Creel",Male,Married,Bad,76,270.0,Blue,Bald,Heterosexual,"Bronx, New York City, New York",American,High school dropout,Professional criminal;  professional boxer,2,9,9,10,8,4,https://static.wikia.nocookie.net/marveldatabase/images/8/87/Immortal_Hulk_Vol_1_9_Textless.jpg/revision/latest/scale-to-width-down/326?cb=20181118052200,"New York City, New York",https://marvel.fandom.com/wiki/Carl_Creel_(Earth-616),https://marvel.fandom.com/wiki/Carl_Creel_(Earth-616)#Powers_and_Abilities,Bronx,NY,10460,40.8466508,-73.8785937
87,{'$oid': '60ba7853eb3d706d33244cd5'},Gloria Grant,Glory Grant,"Gloria ""Glory"" Grant",Female,Single,Neutral,68,120.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,Editor;  Secretary to J. Jonah Jameson; model,2,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/5/51/Gloria_Grant_%28Earth-616%29_from_Iron_Man_Vol_6_1_001.jpg/revision/latest/scale-to-width-down/350?cb=20200919215240,"New York City, New York",https://marvel.fandom.com/wiki/Gloria_Grant_(Earth-616),https://marvel.fandom.com/wiki/Gloria_Grant_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
88,{'$oid': '60ba7853eb3d706d33244cd6'},Eric Masterson,Thunderstrike,Eric Kevin Masterson,Male,Divorced,Good,70,160.0,Blue,Blond,Heterosexual,"Long Island, New York",American,Master's degree in architecture,Architect; adventurer,2,5,12,6,5,3,https://static.wikia.nocookie.net/marveldatabase/images/4/40/Mighty_Thor_Vol_3_2_Marvel_%2792_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20150917021652,"New York City, New York",https://marvel.fandom.com/wiki/Eric_Masterson_(Earth-616),https://marvel.fandom.com/wiki/Eric_Masterson_(Earth-616)#Powers_and_Abilities,Centereach,NY,11720,40.85149705,-73.0994258107431
89,{'$oid': '60ba7853eb3d706d33244cd7'},Alexander Power,Alex Power,"Alexander ""Alex"" Power",Male,Single,Good,65,128.0,Blue,Blond,Heterosexual,"Richmond, Virginia",American,"Ongoing Future Foundation advanced science education, high school graduate, extensively self-taught",Adventurer,5,2,15,10,9,3,https://static.wikia.nocookie.net/marveldatabase/images/e/e4/Alexander_Power_%28Earth-616%29_from_Future_Foundation_Vol_1_1_cover_0001.jpg/revision/latest/scale-to-width-down/326?cb=20190919231907,Baxter Building,https://marvel.fandom.com/wiki/Alexander_Power_(Earth-616),https://marvel.fandom.com/wiki/Alexander_Power_(Earth-616)#Powers_and_Abilities,Richmond,VA,23219,37.5385087,-77.43428
90,{'$oid': '60ba7853eb3d706d33244cd8'},Matthew Hawk,Two-Gun Kid,Matthew Hawk ,Male,Widowed,Good,69,160.0,Blue,Brown,Heterosexual,"Boston, Massachusetts",American,Homeschooled,Bounty Hunter; lawyer; gunfighter; vigilante,3,2,6,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/f/fa/Matthew_Hawk_%28Earth-616%29_from_Indestructible_Hulk_Vol_1_11_001.jpg/revision/latest/scale-to-width-down/218?cb=20140125005256,"New York City, New York",https://marvel.fandom.com/wiki/Matthew_Hawk_(Earth-616),https://marvel.fandom.com/wiki/Matthew_Hawk_(Earth-616)#Powers_and_Abilities,Boston,MA,02201,42.3602534,-71.0582912
91,{'$oid': '60ba7853eb3d706d33244cd9'},Jessica Jones,Jessica Jones,Jessica Campbell Jones Cage ,Female,Married,Good,67,124.0,Brown,Brown,Heterosexual,"Forest Hills, Queens, New York City",American,"High school diploma from Midtown HS, private investigator's license","Private investigator; Special Consultant to ""The Pulse""; a Daily Bugle supplement; adventurer; short-time vigilante",2,4,3,4,1,3,https://static.wikia.nocookie.net/marveldatabase/images/f/ff/Jessica_Jones_Vol_2_4_Dekal_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20161018161452,"Hauser's Bakery, New York City",https://marvel.fandom.com/wiki/Jessica_Jones_(Earth-616),https://marvel.fandom.com/wiki/Jessica_Jones_(Earth-616)#Powers_and_Abilities,Forest Hills,NY,11375,40.7195942,-73.8448553
92,{'$oid': '60ba7853eb3d706d33244cda'},The Wizard,The Wizard,Bentley Wittman ,Male,Divorced,Bad,68,150.0,Hazel,Brown,Heterosexual,"Newark, New Jersey",American,Multiple doctorates in various sciences,Professional criminal; scientist; inventor; criminal mastermind; terrorist; arms dealer; occasional underworld technology supplier;  stage magician; escape artist; chess champion,5,4,3,6,6,2,https://static.wikia.nocookie.net/marveldatabase/images/6/64/The_Wizard_%28Earth-616%29_from_Superior_Carnage_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/325?cb=20130718233143,"Subterranean HQ, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/The_Wizard_(Earth-616),https://marvel.fandom.com/wiki/The_Wizard_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
93,{'$oid': '60ba7853eb3d706d33244cdb'},Ultron,Ultron Pym,Ultron,Male,Single,Bad,72,535.0,Red,Bald,Heterosexual,"Created in Cresskill, New Jersey",American,Artificial Intelligence; Extent: capacity for creative intelligence and self-repair.,Would-be world conqueror; mass murderer; scientist; enslaver of men,4,6,3,7,6,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4b/Tony_Stark_Iron_Man_Vol_1_16_Textless.jpg/revision/latest/scale-to-width-down/325?cb=20200107033808,"New York City, New York",https://marvel.fandom.com/wiki/Ultron_(Earth-616),https://marvel.fandom.com/wiki/Ultron_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
94,{'$oid': '60ba7853eb3d706d33244cdc'},Quentin Beck,Mysterio,Quentin Beck,Male,Single,Bad,71,175.0,Blue,Bald,Heterosexual,"Riverside, California",American,Massachusetts Institute of Technology, Hollywood special effects designer and stunt man; criminal mastermind,4,3,9,2,4,3,https://static.wikia.nocookie.net/marveldatabase/images/3/3e/Quentin_Beck_%28Earth-616%29_from_Amazing_Spider-Man_Vol_5_60_001.jpg/revision/latest/scale-to-width-down/325?cb=20210317204933,"Ravencroft Institute; Bedford Hills, Westchester County, New York ",https://marvel.fandom.com/wiki/Quentin_Beck_(Earth-616),https://marvel.fandom.com/wiki/Quentin_Beck_(Earth-616)#Powers_and_Abilities,Riverside,CA,92506,33.9533546,-117.3961623
95,{'$oid': '60ba7853eb3d706d33244cdd'},Colleen Wing,Colleen Wing,Colleen Wing,Female,Single,Good,69,135.0,Blue,Auburn,Heterosexual,New York City,American,Homeschooled,Private investigator; vigilante,2,2,2,2,1,5,https://static.wikia.nocookie.net/marveldatabase/images/6/66/Totally_Awesome_Hulk_Vol_1_11_Defenders_Variant_Textless.jpg/revision/latest/scale-to-width-down/323?cb=20160621213404,"Knightwing Restorations Inc. Office, New York City",https://marvel.fandom.com/wiki/Colleen_Wing_(Earth-616),https://marvel.fandom.com/wiki/Colleen_Wing_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
96,{'$oid': '60ba7853eb3d706d33244cde'},Valeria Richards,Brainstorm,Valeria Meghan Richards,Female,Single,Good,40,40.0,Blue,Blond,Heterosexual,"Baxter Building, Manhattan, New York City, New York",American,Homeschooled,Adventurer; scientist,6,5,9,7,5,4,https://static.wikia.nocookie.net/marveldatabase/images/9/96/Valeria_Richards_%28Earth-616%29_from_Fantastic_Four_Vol_6_26_001.jpg/revision/latest/scale-to-width-down/325?cb=20210414233408,"4 Yancy Street, Yancy Street, Lower East Side, Manhattan, New York City, New York",https://marvel.fandom.com/wiki/Valeria_Richards_(Earth-616),https://marvel.fandom.com/wiki/Valeria_Richards_(Earth-616)#Powers_and_Abilities,New York,NY,10013,40.7159863,-74.0008063
97,{'$oid': '60ba7853eb3d706d33244cdf'},Henry Gyrich,Henry Gyrich,Henry Peter Gyrich,Male,Single,Bad,73,205.0,Green,Red,Heterosexual,"Pittsburgh, Pennsylvania",American,University graduate,Commander of Alpha Flight's Interstellar Defense and Diplomacy Initiative;  criminal; government agent; government official; usually serving as liaison to a superhero team; secretary of Superhuman Armed Forces,3,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/b/ba/Immortal_Hulk_Vol_1_44_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20201217085830,Alpha Flight Low-Orbit Space Station,https://marvel.fandom.com/wiki/Henry_Gyrich_(Earth-616),https://marvel.fandom.com/wiki/Henry_Gyrich_(Earth-616)#Powers_and_Abilities,Pittsburgh,PA,15282,40.4416941,-79.9900861
98,{'$oid': '60ba7853eb3d706d33244ce0'},Dwayne Taylor,Night Thrasher,Dwayne Michael Taylor ,Male,Single,Good,75,240.0,Brown,Black,Heterosexual,"Newark, New Jersey",American,Homeschooled,CEO Taylor Foundation; adventurer; Vigilante,4,2,5,7,1,6,https://static.wikia.nocookie.net/marveldatabase/images/3/31/Dwayne_Taylor_%28Earth-616%29_from_Punisher_Vol_12_15_001.png/revision/latest/scale-to-width-down/350?cb=20190914010232,Mobile across U.S.,https://marvel.fandom.com/wiki/Dwayne_Taylor_(Earth-616),https://marvel.fandom.com/wiki/Dwayne_Taylor_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
99,{'$oid': '60ba7853eb3d706d33244ce1'},Harold Hogan,Happy Hogan,"Harold Joseph ""Happy"" Hogan",Male,Divorced,Good,71,221.0,Brown,Brown,Heterosexual,"Newark, New Jersey",American,"Vocational school graduate, EMS training",Employee of Stark Industries;  professional boxer and promoter; personal trainer; chauffeur; ranch owner,3,8,2,7,6,5,https://static.wikia.nocookie.net/marveldatabase/images/c/ce/Harold_Hogan_%28Earth-616%29_from_All-New_Iron_Manual_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/235?cb=20080814200602,"Stark Industries, formerly Stillman Boxing Gym",https://marvel.fandom.com/wiki/Harold_Hogan_(Earth-616),https://marvel.fandom.com/wiki/Harold_Hogan_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
100,{'$oid': '60ba7853eb3d706d33244ce2'},Redwing,Redwing,Redwing,Male,Single,Neutral,10,0.24,Yellow,MultiColored,Heterosexual,Rio de Janeiro,American,Trained Falcon,Adventurer,1,2,3,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/c/cf/Redwing_%28Earth-616%29_from_Avengers_Vol_1_675_001.jpg/revision/latest/scale-to-width-down/350?cb=20180119222027,"New York City, New York State",https://marvel.fandom.com/wiki/Redwing_(Earth-616),https://marvel.fandom.com/wiki/Redwing_(Earth-616)#Powers_and_Abilities,,,20270-150,-22.9110137,-43.2093727
101,{'$oid': '60ba7853eb3d706d33244ce3'},Christopher Powell,Darkhawk,"Christopher ""Chris"" Powell ",Male,Engaged,Good,69,150.0,Brown,Brown,Heterosexual,"Queens, New York City, New York",American,Homeschooled,Adventurer;  security guard at Project Pegasus,2,4,8,4,9,2,https://static.wikia.nocookie.net/marveldatabase/images/8/84/Darkhawk_Vol_1_51_Mora_Variant_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20170822174205,"New York City, New York",https://marvel.fandom.com/wiki/Christopher_Powell_(Earth-616),https://marvel.fandom.com/wiki/Christopher_Powell_(Earth-616)#Powers_and_Abilities,Flushing,NY,11358,40.7498243,-73.7976337
102,{'$oid': '60ba7853eb3d706d33244ce4'},Harvey Elder,Mole Man,Harvey Rupert Elder,Male,Single,Bad,58,165.0,Brown,Grey,Heterosexual,"Newark, New Jersey",American,Homeschooled, Ruler of Subterranea; Nuclear Engineer,6,3,3,3,4,5,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/X-Men_The_Exterminated_Vol_1_1_Fantastic_Four_Villains_Variant_Textless.jpg/revision/latest/scale-to-width-down/325?cb=20210112080533,Subterranea,https://marvel.fandom.com/wiki/Harvey_Elder_(Earth-616),https://marvel.fandom.com/wiki/Harvey_Elder_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
103,{'$oid': '60ba7853eb3d706d33244ce5'},Dirk Garthwaite,Wrecker,Dirk Garthwaite,Male,Single,Bad,75,320.0,Blue,Brown,Heterosexual,"New York City, New York",American,Unrevealed,Professional criminal; mercenary;  janitor; manual laborer,2,10,9,11,4,4,https://static.wikia.nocookie.net/marveldatabase/images/a/a7/Dirk_Garthwaite_%28Earth-616%29_from_Spider-Man_Deadpool_Vol_1_37_0001.jpg/revision/latest/scale-to-width-down/270?cb=20200107051435,Mobile,https://marvel.fandom.com/wiki/Dirk_Garthwaite_(Earth-616),https://marvel.fandom.com/wiki/Dirk_Garthwaite_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
104,{'$oid': '60ba7853eb3d706d33244ce6'},Tony Masters,Taskmaster,"Anthony ""Tony"" Masters",Male,Married,Neutral,74,220.0,Brown,Brown,Heterosexual,"Bronx, New York",American,S.H.I.E.L.D. agent training,Sheriff; Assassin; Mercenary; Spy; Saboteur; Military Trainer; Hand-to-Hand Combat Instructor; Head of Initiative training camp; bodyguard,4,3,2,2,1,7,https://static.wikia.nocookie.net/marveldatabase/images/0/08/Taskmaster_Vol_2_1_Solicit.jpg/revision/latest/scale-to-width-down/349?cb=20101203013637,Mobile,https://marvel.fandom.com/wiki/Tony_Masters_(Earth-616),https://marvel.fandom.com/wiki/Tony_Masters_(Earth-616)#Powers_and_Abilities,Bronx,NY,10460,40.8466508,-73.8785937
105,{'$oid': '60ba7853eb3d706d33244ce7'},David Lieberman,Microchip,David Linus Lieberman,Male,Single,Neutral,68,220.0,Green,Brown,Heterosexual,"Brooklyn, New York City, New York",American,"Studied at State University, extensively self-taught",Computer hacker; vigilante; barman,4,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/7/7d/David_Lieberman_%28Earth-616%29_from_Punisher_Vol_8_5_0001.jpg/revision/latest/scale-to-width-down/350?cb=20121209095715,Various warehouses along the New Jersey Docks.,https://marvel.fandom.com/wiki/David_Lieberman_(Earth-616),https://marvel.fandom.com/wiki/David_Lieberman_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
106,{'$oid': '60ba7853eb3d706d33244ce8'},Miles Warren,Jackal,Miles Warren,Male,Widowed,Bad,70,175.0,Green,Bald,Heterosexual,"Newark, New Jersey",American,Homeschooled,Scientist;  biochemistry instructor,4,4,2,3,1,3,https://static.wikia.nocookie.net/marveldatabase/images/9/93/Miles_Warren_%28Earth-616%29_from_Spider-Island_Deadly_Foes_Vol_1_1_001.jpg/revision/latest/scale-to-width-down/334?cb=20120117113235,New York City,https://marvel.fandom.com/wiki/Miles_Warren_(Earth-616),https://marvel.fandom.com/wiki/Miles_Warren_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
107,{'$oid': '60ba7853eb3d706d33244ce9'},Elvin Haliday,Rage,Elvin Daryl Haliday,Male,Single,Good,78,450.0,Brown,Bald,Heterosexual,"Newark, New Jersey",American,Currently student at Oatridge School for Boys,Vigilante; Student; occasional adventurer,2,6,3,5,1,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Elvin_Haliday_%28Earth-616%29_from_Avengers_The_Initiative_Vol_1_4_0001.jpg/revision/latest/scale-to-width-down/211?cb=20091206022035,"New York City, New York",https://marvel.fandom.com/wiki/Elvin_Haliday_(Earth-616),https://marvel.fandom.com/wiki/Elvin_Haliday_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
108,{'$oid': '60ba7853eb3d706d33244cea'},Calvin Zabo,Mister Hyde,Calvin Zabo,Male,Single,Bad,71,185.0,Brown,Brown,Heterosexual,"Trenton, New Jersey",American,Doctor,Professional criminal; crime lord; drug lord; medical research scientist,5,6,2,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/9/9c/Calvin_Zabo_%28Earth-616%29_from_Secret_Warriors_Vol_2_3.jpg/revision/latest/scale-to-width-down/341?cb=20200113214134,"New York City, New York",https://marvel.fandom.com/wiki/Calvin_Zabo_(Earth-616),https://marvel.fandom.com/wiki/Calvin_Zabo_(Earth-616)#Powers_and_Abilities,Trenton,NJ,08609,40.2170575,-74.7429463
109,{'$oid': '60ba7853eb3d706d33244ceb'},Marlene Alraune,Marlene Alraune,Marlene Alraune,Female,Married,Good,68,130.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,College Graduate 7,Museum employee;  corporate executive; social worker; secretary; archeologist; student,2,2,2,2,1,3,https://static.wikia.nocookie.net/marveldatabase/images/a/ad/Marlene_Alraune_%28Earth-616%29_from_Moon_Knight_Vol_1_191_cover.jpg/revision/latest/scale-to-width-down/246?cb=20180131175614,"New York City, New York.",https://marvel.fandom.com/wiki/Marlene_Alraune_(Earth-616),https://marvel.fandom.com/wiki/Marlene_Alraune_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
110,{'$oid': '60ba7853eb3d706d33244cec'},Rachel Leighton,Diamondback,Rachel Leighton,Female,Single,Good,71,142.0,Green,Brown,Heterosexual,"Austin, Texas",American,Homeschooled,Costumed adventurer;  S.H.I.E.L.D. special agent; professional mercenary,2,3,2,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/4/4e/Rachel_Leighton_%28Earth-616%29_from_Captain_America_Sam_Wilson_Vol_1_4_001.jpg/revision/latest/scale-to-width-down/258?cb=20151224032550,Mobile,https://marvel.fandom.com/wiki/Rachel_Leighton_(Earth-616),https://marvel.fandom.com/wiki/Rachel_Leighton_(Earth-616)#Powers_and_Abilities,Austin,TX,78701,30.2711286,-97.7436995
111,{'$oid': '60ba7853eb3d706d33244ced'},Cassandra Lang,Stinger,"Cassandra Eleanor ""Cassie"" Lang",Female,Single,Good,64,106.0,Blue,Blond,Heterosexual,"Newark, New Jersey",American,Middle school,Middle school student; adventurer,2,7,2,6,1,3,https://static.wikia.nocookie.net/marveldatabase/images/f/fc/Cassandra_Lang_%28Earth-616%29_from_Astonishing_Ant-Man_Vol_1_6_001.jpg/revision/latest/scale-to-width-down/272?cb=20160318001649,"Miami, Florida",https://marvel.fandom.com/wiki/Cassandra_Lang_(Earth-616),https://marvel.fandom.com/wiki/Cassandra_Lang_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
112,{'$oid': '60ba7853eb3d706d33244cee'},Samuel Sterns,Leader,Samuel Sterns,Male,Single,Bad,70,144.0,Red,Black,Heterosexual,"Boise, Idaho",American,"High school dropout, is self-taught to the equivalent of doctorate level in most sciences",Would-be world conqueror; megalomaniac;  laborer in a chemical research facility; janitor,6,2,2,2,3,2,https://static.wikia.nocookie.net/marveldatabase/images/7/75/Immortal_Hulk_Vol_1_34_Textless.jpg/revision/latest/scale-to-width-down/329?cb=20200123190641,"Below-Place; formerly Hellcarrier, Freehold, and Omnivac Space Station",https://marvel.fandom.com/wiki/Samuel_Sterns_(Earth-616),https://marvel.fandom.com/wiki/Samuel_Sterns_(Earth-616)#Powers_and_Abilities,Boise,ID,83701,43.6166163,-116.200886
113,{'$oid': '60ba7853eb3d706d33244cef'},Glenn Talbot,Colonel Glenn Talbot,Glenn Talbot,Male,Divorced,Neutral,73,215.0,Blue,Brown,Heterosexual,"Newark, New Jersey",American,Military academy graduate,Major; later Colonel in US Air Force; security head at Desert Base; NM; adjutant to General T.E. Ross; later commanding officer of Gamma Base; NM,3,2,2,2,1,4,https://static.wikia.nocookie.net/marveldatabase/images/f/fb/Glenn_Talbot_%28Earth-616%29_from_Official_Handbook_of_the_Marvel_Universe_Hulk_2004_Vol_1_1_0001.jpg/revision/latest/scale-to-width-down/194?cb=20170411120836,"Gamma Base, New Mexico",https://marvel.fandom.com/wiki/Glenn_Talbot_(Earth-616),https://marvel.fandom.com/wiki/Glenn_Talbot_(Earth-616)#Powers_and_Abilities,Newark,NJ,07102,40.735657,-74.1723667
114,{'$oid': '60ba7853eb3d706d33244cf0'},Peter Petruski,Trapster,Peter Petruski,Male,Single,Bad,70,160.0,Brown,Bald,Heterosexual,"Gary, Indiana",American,Advanced degrees in chemistry,Mercenary; criminal;  research scientist,4,2,2,2,1,2,https://static.wikia.nocookie.net/marveldatabase/images/8/8a/Peter_Petruski_%28Earth-616%29_from_Deadpool_Vol_5_42_001.jpg/revision/latest/scale-to-width-down/350?cb=20150425202915,Various Frightful Four bases,https://marvel.fandom.com/wiki/Peter_Petruski_(Earth-616),https://marvel.fandom.com/wiki/Peter_Petruski_(Earth-616)#Powers_and_Abilities,Gary,IN,46407,41.6021292,-87.3371372
115,{'$oid': '60ba7853eb3d706d33244cf1'},Julie Power,Lightspeed,Julie Power,Female,Single,Good,64,110.0,Blue,StrawberryBlond,Pansexual,"Richmond, Virginia",American,High school graduate,Adventurer;  student and actress,2,2,12,10,6,3,https://static.wikia.nocookie.net/marveldatabase/images/f/f6/Julie_Power_%28Earth-616%29_from_Future_Foundation_Vol_1_1_cover_001.jpg/revision/latest/scale-to-width-down/291?cb=20190919231850,Mobile,https://marvel.fandom.com/wiki/Julie_Power_(Earth-616),https://marvel.fandom.com/wiki/Julie_Power_(Earth-616)#Powers_and_Abilities,Richmond,VA,23219,37.5385087,-77.43428
116,{'$oid': '60ba7853eb3d706d33244cf2'},Robert Ralston,"Robert ""Reb"" Ralston","Robert ""Reb"" Ralston",Male,Married,Good,67,157.0,Blue,Blond,Heterosexual,"Louisville, Kentucky",American,Homeschooled,Senator of Texas; Chair of the Executive Oversight Commitee for S.H.I.E.L.D.; commando soldier; jockey,2,3,2,3,1,4,https://static.wikia.nocookie.net/marveldatabase/images/e/e2/Robert_Ralston_%28Earth-616%29_from_Secret_Warriors_Vol_1_17_002.jpg/revision/latest/scale-to-width-down/350?cb=20200927202217,"Washington, D.C.",https://marvel.fandom.com/wiki/Robert_Ralston_(Earth-616),https://marvel.fandom.com/wiki/Robert_Ralston_(Earth-616)#Powers_and_Abilities,Louisville,KY,40212,38.2542376,-85.759407
117,{'$oid': '60ba7853eb3d706d33244cf3'},Madelyne Pryor,Goblin Queen,Madelyne Jennifer Pryor,Female,Divorced,Bad,66,110.0,Green,Red,Heterosexual,"Mr. Sinister's laboratory, State Home for Foundlings, Omaha, Nebraska",American,Programming and tutoring by Mr. Sinister, housewife; airplane pilot; would-be conqueror,3,2,2,9,6,3,https://static.wikia.nocookie.net/marveldatabase/images/4/4f/Hellions_Vol_1_3_Textless.jpg/revision/latest/scale-to-width-down/330?cb=20200411212710,Mobile,https://marvel.fandom.com/wiki/Madelyne_Pryor_(Earth-616),https://marvel.fandom.com/wiki/Madelyne_Pryor_(Earth-616)#Powers_and_Abilities,,,NULL,NULL,NULL
118,{'$oid': '60ba7853eb3d706d33244cf4'},Herman Schultz,Shocker,Herman Schultz,Male,Divorced,Bad,69,175.0,Brown,Brown,Heterosexual,"New York City, New York",American,"High school dropout, Trained electrical engineer",Crime Lord; assassin; criminal,3,2,2,5,5,2,https://static.wikia.nocookie.net/marveldatabase/images/a/a3/Herman_Schultz_%28Earth-616%29_from_Thunderbolts_Vol_1_159_0001.jpg/revision/latest/scale-to-width-down/281?cb=20130518001913,"New York City, New York",https://marvel.fandom.com/wiki/Herman_Schultz_(Earth-616),https://marvel.fandom.com/wiki/Herman_Schultz_(Earth-616)#Powers_and_Abilities,,,10000,40.7127281,-74.0060152
